"transcript","cluster","GO"
"TRINITY_DN21845_c0_g1_i2",1,"GO:2000179"
"TRINITY_DN21845_c0_g1_i2",1,"GO:2001046"
"TRINITY_DN21845_c0_g1_i2",1,"GO:2001224"
"TRINITY_DN21848_c0_g1_i1",1,"GO:0005096"
"TRINITY_DN21848_c0_g1_i1",1,"GO:0005525"
"TRINITY_DN21848_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN21848_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN21848_c0_g1_i1",1,"GO:0005929"
"TRINITY_DN21848_c0_g1_i1",1,"GO:0006892"
"TRINITY_DN21848_c0_g1_i1",1,"GO:1990075"
"TRINITY_DN2184_c0_g1_i10",1,"GO:0005739"
"TRINITY_DN2184_c0_g1_i10",1,"GO:0005829"
"TRINITY_DN2184_c0_g1_i10",1,"GO:0016607"
"TRINITY_DN2184_c0_g1_i10",1,"GO:0033615"
"TRINITY_DN2184_c0_g1_i10",1,"GO:0043461"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0005765"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0005886"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0010008"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0030659"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0030672"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0031901"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0031902"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0032584"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0032590"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0033116"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0055038"
"TRINITY_DN21853_c0_g1_i2",1,"GO:0072594"
"TRINITY_DN21861_c0_g1_i2",1,"GO:0005739"
"TRINITY_DN21861_c0_g1_i2",1,"GO:0005743"
"TRINITY_DN21861_c0_g1_i2",1,"GO:0006851"
"TRINITY_DN21861_c0_g1_i2",1,"GO:0036444"
"TRINITY_DN21861_c0_g1_i2",1,"GO:0051561"
"TRINITY_DN21861_c0_g1_i2",1,"GO:0070509"
"TRINITY_DN21862_c0_g2_i3",1,"GO:0004867"
"TRINITY_DN21862_c0_g2_i3",1,"GO:0005576"
"TRINITY_DN21862_c0_g2_i3",1,"GO:0005886"
"TRINITY_DN21866_c0_g1_i3",1,"GO:0003682"
"TRINITY_DN21866_c0_g1_i3",1,"GO:0005654"
"TRINITY_DN21866_c0_g1_i3",1,"GO:0008286"
"TRINITY_DN21866_c0_g1_i3",1,"GO:0009966"
"TRINITY_DN21866_c0_g1_i3",1,"GO:0015629"
"TRINITY_DN21866_c0_g1_i3",1,"GO:0042593"
"TRINITY_DN21866_c0_g1_i3",1,"GO:0046627"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0000151"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0001817"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0002224"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0004842"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0005164"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0005739"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0005768"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0006915"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0007165"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0008063"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0008270"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0009898"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0019901"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0019903"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0030162"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0031625"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0031996"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0032088"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0032481"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0032648"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0033209"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0035631"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0035666"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0042802"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0042981"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0043122"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0050688"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0051607"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0060337"
"TRINITY_DN2186_c0_g1_i2",1,"GO:0061630"
"TRINITY_DN2186_c0_g1_i2",1,"GO:1902554"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0000902"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0003779"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0004721"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0004725"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0005856"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0006470"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0008138"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0017018"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0030027"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0030036"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0030426"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0030496"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0030837"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0031915"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0032154"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0045202"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0051246"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0071318"
"TRINITY_DN218725_c0_g1_i1",1,"GO:0098976"
"TRINITY_DN218725_c0_g1_i1",1,"GO:1904719"
"TRINITY_DN218725_c0_g1_i1",1,"GO:1904754"
"TRINITY_DN218725_c0_g1_i1",1,"GO:2000463"
"TRINITY_DN218770_c0_g1_i1",1,NA
"TRINITY_DN21877_c2_g1_i1",1,NA
"TRINITY_DN21880_c0_g1_i11",1,"GO:0003924"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0005525"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0005776"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0005829"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0005886"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0006886"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0006914"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0012505"
"TRINITY_DN21880_c0_g1_i11",1,"GO:0030667"
"TRINITY_DN21886_c0_g1_i3",2,"GO:0003735"
"TRINITY_DN21886_c0_g1_i3",2,"GO:0005840"
"TRINITY_DN21886_c0_g1_i3",2,"GO:0006412"
"TRINITY_DN21886_c0_g1_i3",2,"GO:0046677"
"TRINITY_DN21886_c0_g1_i3",2,"GO:0046898"
"TRINITY_DN21886_c0_g1_i3",2,"GO:1990904"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0001701"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0001736"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0001822"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0001889"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005654"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005737"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005813"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005829"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005879"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005886"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005911"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005923"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005929"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0005930"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0007163"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0007368"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0008589"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0021532"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0021549"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0021670"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0021772"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0022038"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0031870"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0032391"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0035115"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0035116"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0035253"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0035869"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0036064"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0043584"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0045744"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0046548"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0060039"
"TRINITY_DN21889_c0_g1_i3",1,"GO:0090102"
"TRINITY_DN21889_c0_g1_i3",1,"GO:1905515"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0004252"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0005615"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0006508"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0006954"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0007597"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0031638"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0031639"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0042730"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0051919"
"TRINITY_DN21899_c0_g2_i6",1,"GO:0097421"
"TRINITY_DN218_c0_g1_i1",1,"GO:0001503"
"TRINITY_DN218_c0_g1_i1",1,"GO:0004383"
"TRINITY_DN218_c0_g1_i1",1,"GO:0004672"
"TRINITY_DN218_c0_g1_i1",1,"GO:0005524"
"TRINITY_DN218_c0_g1_i1",1,"GO:0005525"
"TRINITY_DN218_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN218_c0_g1_i1",1,"GO:0007168"
"TRINITY_DN218_c0_g1_i1",1,"GO:0016941"
"TRINITY_DN218_c0_g1_i1",1,"GO:0035556"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0005524"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0005794"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0005813"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0005871"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0005874"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0005915"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0007017"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0007018"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0007030"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0008017"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0008569"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0015630"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0030659"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0042802"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0045218"
"TRINITY_DN219022_c0_g1_i2",1,"GO:0090136"
"TRINITY_DN21904_c0_g1_i1",1,NA
"TRINITY_DN21906_c0_g1_i2",1,"GO:0016491"
"TRINITY_DN21914_c0_g2_i1",1,"GO:0000978"
"TRINITY_DN21914_c0_g2_i1",1,"GO:0000981"
"TRINITY_DN21914_c0_g2_i1",1,"GO:0001216"
"TRINITY_DN21914_c0_g2_i1",1,"GO:0003677"
"TRINITY_DN21914_c0_g2_i1",1,"GO:0005634"
"TRINITY_DN21914_c0_g2_i1",1,"GO:0006355"
"TRINITY_DN21914_c0_g2_i1",1,"GO:0046872"
"TRINITY_DN21924_c0_g1_i1",1,"GO:0000245"
"TRINITY_DN21924_c0_g1_i1",1,"GO:0000387"
"TRINITY_DN21924_c0_g1_i1",1,"GO:0005681"
"TRINITY_DN21924_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN21924_c0_g1_i1",1,"GO:0032797"
"TRINITY_DN21924_c0_g1_i1",1,"GO:0034719"
"TRINITY_DN21924_c0_g1_i1",1,"GO:0097504"
"TRINITY_DN21932_c0_g1_i5",1,"GO:0006633"
"TRINITY_DN21932_c0_g1_i5",1,"GO:0016020"
"TRINITY_DN21932_c0_g1_i5",1,"GO:0020037"
"TRINITY_DN21932_c0_g1_i5",1,"GO:0046872"
"TRINITY_DN21932_c0_g1_i5",1,"GO:0102866"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0005576"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0005930"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0007288"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0035082"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0036126"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0060271"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0090660"
"TRINITY_DN21938_c0_g1_i2",1,"GO:0120197"
"TRINITY_DN21938_c0_g1_i2",1,"GO:1990716"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0000077"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0004843"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0006281"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0006974"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0008283"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0010212"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0016579"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0016604"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0031647"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0032991"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0034644"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0042771"
"TRINITY_DN21939_c0_g1_i1",1,"GO:0101005"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0000151"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0000209"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0004842"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0005634"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0005654"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0005737"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0006511"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0008270"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0016567"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0031624"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0032436"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0048588"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0061630"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0070534"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0070936"
"TRINITY_DN21946_c0_g1_i3",1,"GO:0071425"
"TRINITY_DN21946_c0_g1_i3",1,"GO:1903955"
"TRINITY_DN21956_c0_g1_i1",1,NA
"TRINITY_DN21958_c0_g1_i1",1,"GO:0000151"
"TRINITY_DN21958_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN21958_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN21958_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN21958_c0_g1_i1",1,"GO:0005739"
"TRINITY_DN21958_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN21958_c0_g1_i1",1,"GO:0034657"
"TRINITY_DN21958_c0_g1_i1",1,"GO:0043161"
"TRINITY_DN21959_c0_g1_i2",1,"GO:0030672"
"TRINITY_DN21959_c0_g1_i2",1,"GO:0046872"
"TRINITY_DN21961_c0_g1_i5",1,NA
"TRINITY_DN219703_c0_g1_i1",1,"GO:0000149"
"TRINITY_DN219703_c0_g1_i1",1,"GO:0015031"
"TRINITY_DN219703_c0_g1_i1",1,"GO:0016020"
"TRINITY_DN219703_c0_g1_i1",1,"GO:0032456"
"TRINITY_DN219703_c0_g1_i1",1,"GO:0048471"
"TRINITY_DN219703_c0_g1_i1",1,"GO:0055037"
"TRINITY_DN219703_c0_g1_i1",1,"GO:1990745"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0004016"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0005524"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0005886"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0006171"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0007189"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0016020"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0035556"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0046872"
"TRINITY_DN21986_c0_g1_i2",1,"GO:0071880"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0005178"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0005604"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0009986"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0016020"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0016477"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0030335"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0042098"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0044319"
"TRINITY_DN21995_c0_g1_i2",1,"GO:0045807"
"TRINITY_DN21999_c1_g1_i3",1,NA
"TRINITY_DN22018_c0_g1_i10",1,"GO:0000381"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0003723"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0003729"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0005634"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0006397"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0008380"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0021954"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0030182"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0051252"
"TRINITY_DN22018_c0_g1_i10",1,"GO:0120163"
"TRINITY_DN22018_c0_g1_i10",1,"GO:1902667"
"TRINITY_DN22018_c0_g1_i10",1,"GO:1990825"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0000724"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0003677"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0003690"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0003697"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0005764"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0005770"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0006974"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0007283"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0007338"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0035264"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0035800"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0043130"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0043588"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0046427"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0048568"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0048705"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0048872"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0050679"
"TRINITY_DN22035_c0_g1_i1",1,"GO:0072520"
"TRINITY_DN22035_c0_g1_i1",1,"GO:1902525"
"TRINITY_DN22035_c0_g1_i1",1,"GO:1905168"
"TRINITY_DN22049_c0_g1_i4",1,"GO:0003779"
"TRINITY_DN22049_c0_g1_i4",1,"GO:0005856"
"TRINITY_DN22049_c0_g1_i4",1,"GO:0030017"
"TRINITY_DN22049_c0_g1_i4",1,"GO:0055013"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0000159"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0000278"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0000775"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0000922"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0004722"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0008637"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0010629"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0010804"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0017018"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0034976"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0042542"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0043161"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0046677"
"TRINITY_DN22051_c0_g1_i2",1,"GO:0046872"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0000049"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0002098"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0002143"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0002144"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0005829"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0016779"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0032447"
"TRINITY_DN22052_c0_g2_i1",1,"GO:0034227"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0000502"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0005737"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0005783"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0005789"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0006616"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0008270"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0016020"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0031593"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0036435"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0043130"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0043161"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0043567"
"TRINITY_DN22057_c0_g2_i1",1,"GO:0045047"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0000278"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0000922"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0000923"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0000930"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0000931"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0005813"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0005829"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0005874"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0007020"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0008017"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0031122"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0043015"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0051225"
"TRINITY_DN2205_c0_g1_i3",1,"GO:0051321"
"TRINITY_DN22060_c0_g1_i2",1,NA
"TRINITY_DN22062_c3_g3_i3",1,"GO:0000122"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0000977"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0000981"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0001227"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0001662"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0001843"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0005576"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0005634"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0005737"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0006357"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0008542"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0033599"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0045892"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0045893"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0045944"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0046872"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0048706"
"TRINITY_DN22062_c3_g3_i3",1,"GO:0090575"
"TRINITY_DN22065_c0_g1_i1",1,NA
"TRINITY_DN22067_c0_g1_i9",1,"GO:0005654"
"TRINITY_DN22067_c0_g1_i9",1,"GO:0005848"
"TRINITY_DN22067_c0_g1_i9",1,"GO:0031124"
"TRINITY_DN22072_c0_g1_i3",1,"GO:0000976"
"TRINITY_DN22072_c0_g1_i3",1,"GO:0003682"
"TRINITY_DN22072_c0_g1_i3",1,"GO:0005654"
"TRINITY_DN22072_c0_g1_i3",1,"GO:0005677"
"TRINITY_DN22072_c0_g1_i3",1,"GO:0005694"
"TRINITY_DN22072_c0_g1_i3",1,"GO:0031507"
"TRINITY_DN22072_c0_g1_i3",1,"GO:0045892"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0000307"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0001764"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0002020"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0005509"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0007158"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0007213"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0007411"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0007413"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0007420"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0009792"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0014069"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0016020"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0016301"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0016533"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0019901"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0021549"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0021722"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0021766"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0021819"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0030182"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0030424"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0030425"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0030426"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0031116"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0031175"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0031594"
"TRINITY_DN22082_c0_g1_i1",1,"GO:0032956"
