"transcript","cluster","GO"
"TRINITY_DN10125_c0_g1_i13",1,"GO:0045089"
"TRINITY_DN10125_c0_g1_i13",1,"GO:0051607"
"TRINITY_DN1012_c0_g1_i1",1,"GO:0000151"
"TRINITY_DN1012_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN1012_c0_g1_i1",1,"GO:0031624"
"TRINITY_DN1012_c0_g1_i1",1,"GO:0032182"
"TRINITY_DN1012_c0_g1_i1",1,"GO:0045116"
"TRINITY_DN1012_c0_g1_i1",1,"GO:0097602"
"TRINITY_DN1012_c0_g1_i1",1,"GO:2000436"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0005911"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0005912"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0007155"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0008104"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0009306"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0010468"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0031032"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0031150"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0031154"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0036360"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0044671"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0045180"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0045294"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0048870"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0051495"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0051642"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0051645"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0061245"
"TRINITY_DN10130_c0_g1_i1",1,"GO:0140509"
"TRINITY_DN101311_c0_g1_i1",1,NA
"TRINITY_DN10135_c0_g1_i2",1,"GO:0005615"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0005654"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0005886"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0006508"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0006749"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0006751"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0006954"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0008235"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0008270"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0008800"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0016324"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0016805"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0016999"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0030054"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0030336"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0030593"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0031528"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0034235"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0043027"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0043066"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0043154"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0045177"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0050667"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0070062"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0070573"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0071277"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0071466"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0071732"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0072340"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0072341"
"TRINITY_DN10135_c0_g1_i2",1,"GO:0098552"
"TRINITY_DN10135_c0_g1_i2",1,"GO:1901749"
"TRINITY_DN101398_c0_g1_i1",1,"GO:0000139"
"TRINITY_DN101398_c0_g1_i1",1,"GO:0005457"
"TRINITY_DN101398_c0_g1_i1",1,"GO:0005794"
"TRINITY_DN101398_c0_g1_i1",1,"GO:0008643"
"TRINITY_DN101398_c0_g1_i1",1,"GO:0015297"
"TRINITY_DN101398_c0_g1_i1",1,"GO:0036066"
"TRINITY_DN101398_c0_g1_i1",1,"GO:0036085"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0003777"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0005524"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0005819"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0005871"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0005874"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0007018"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0008017"
"TRINITY_DN10143_c0_g1_i2",1,"GO:0016887"
"TRINITY_DN10143_c1_g1_i1",1,NA
"TRINITY_DN10150_c0_g1_i3",1,NA
"TRINITY_DN101513_c0_g1_i1",1,"GO:0002639"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0005576"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0005788"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0008284"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0030888"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0033622"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0034663"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0042127"
"TRINITY_DN101513_c0_g1_i1",1,"GO:0046626"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0001837"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0001954"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0002020"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0002039"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0003170"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0004672"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0004674"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005524"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005739"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005886"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0005977"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0006468"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0006983"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0007212"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0007623"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0008013"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0008286"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0010508"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0010628"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0010629"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0010822"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0010975"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0016301"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0018105"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0018107"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0019082"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0019901"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0021766"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0030010"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0030011"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0030424"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0030425"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0030516"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0030877"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0031175"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0031333"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0031334"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0031398"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0031625"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0032091"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0032092"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0032436"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0032515"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0032886"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0034236"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0034452"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0035556"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0036016"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0042752"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0043066"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0043161"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0043547"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0045597"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0045719"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0045724"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0045732"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0046777"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0046825"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0046827"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0048156"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0048814"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0050321"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0050770"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0051059"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0060079"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0061629"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0070507"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0070885"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0071109"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0071300"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0090090"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0097191"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0097192"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0098793"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0098794"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0098978"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0099171"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0106027"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0106310"
"TRINITY_DN101526_c0_g1_i1",1,"GO:0150101"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1900034"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1900181"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1900271"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1901030"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1901984"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1902042"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1903566"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1904339"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1904646"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1904781"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1904886"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1905240"
"TRINITY_DN101526_c0_g1_i1",1,"GO:1990909"
"TRINITY_DN101526_c0_g1_i1",1,"GO:2000077"
"TRINITY_DN101526_c0_g1_i1",1,"GO:2000466"
"TRINITY_DN101526_c0_g1_i1",1,"GO:2000740"
"TRINITY_DN10161_c0_g1_i7",1,"GO:0003676"
"TRINITY_DN10161_c0_g1_i7",1,"GO:0004816"
"TRINITY_DN10161_c0_g1_i7",1,"GO:0005524"
"TRINITY_DN10161_c0_g1_i7",1,"GO:0005737"
"TRINITY_DN10161_c0_g1_i7",1,"GO:0006421"
"TRINITY_DN10161_c0_g1_i7",1,"GO:0031090"
"TRINITY_DN101687_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN10180_c0_g1_i6",1,"0"
"TRINITY_DN101833_c0_g1_i1",1,NA
"TRINITY_DN10187_c0_g1_i1",1,"GO:0004252"
"TRINITY_DN10187_c0_g1_i1",1,"GO:0005576"
"TRINITY_DN10187_c0_g1_i1",1,"GO:0006508"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0000209"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0001965"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0005654"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0005737"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0005829"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0010595"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0010632"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0019901"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0031435"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0031666"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0032991"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0043507"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0045766"
"TRINITY_DN10188_c0_g1_i5",1,"GO:0060090"
"TRINITY_DN10188_c0_g1_i5",1,"GO:1900044"
"TRINITY_DN10188_c0_g1_i5",1,"GO:1900745"
"TRINITY_DN10188_c0_g1_i5",1,"GO:1901224"
"TRINITY_DN10188_c0_g1_i5",1,"GO:1902498"
"TRINITY_DN1018_c0_g1_i1",1,"GO:0001405"
"TRINITY_DN1018_c0_g1_i1",1,"GO:0001671"
"TRINITY_DN1018_c0_g1_i1",1,"GO:0030150"
"TRINITY_DN1018_c0_g1_i1",1,"GO:0098800"
"TRINITY_DN1018_c0_g1_i1",1,"GO:0099617"
"TRINITY_DN1018_c0_g1_i1",1,"GO:1900208"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0005814"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0005874"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0008017"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0046600"
"TRINITY_DN10190_c0_g1_i1",1,"GO:0060041"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0000398"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0003723"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0005681"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0005684"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0005686"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0070274"
"TRINITY_DN101912_c0_g1_i1",1,"GO:0071005"
"TRINITY_DN101912_c0_g1_i1",1,"GO:1903241"
"TRINITY_DN10191_c0_g1_i2",1,"GO:0005737"
"TRINITY_DN10191_c0_g1_i2",1,"GO:0030544"
"TRINITY_DN10191_c0_g1_i2",1,"GO:0046983"
"TRINITY_DN10191_c0_g1_i2",1,"GO:0051085"
"TRINITY_DN101938_c0_g1_i1",1,NA
"TRINITY_DN101954_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN101954_c0_g1_i1",1,"GO:0005737"
"TRINITY_DN101954_c0_g1_i1",1,"GO:0005768"
"TRINITY_DN101954_c0_g1_i1",1,"GO:0017124"
"TRINITY_DN101954_c0_g1_i1",1,"GO:0030100"
"TRINITY_DN101954_c0_g1_i1",1,"GO:0046872"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0004750"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0005829"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0005975"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0006098"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0009052"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0030246"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0042802"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0042803"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0046872"
"TRINITY_DN10195_c0_g2_i1",1,"GO:0048029"
"TRINITY_DN10197_c1_g1_i1",1,"GO:0000049"
"TRINITY_DN10197_c1_g1_i1",1,"GO:0003743"
"TRINITY_DN10197_c1_g1_i1",1,"GO:0005737"
"TRINITY_DN10197_c1_g1_i1",1,"GO:0006413"
"TRINITY_DN102045_c0_g1_i1",1,NA
"TRINITY_DN1020_c0_g1_i3",1,"GO:0000122"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0000398"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0003713"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0003714"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0005634"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0016363"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0016922"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0030511"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0042771"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0042809"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0042974"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0045944"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0046332"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0048026"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0048384"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0048385"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0050769"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0070562"
"TRINITY_DN1020_c0_g1_i3",1,"GO:0071007"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0000166"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0005634"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0005654"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0005665"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0005829"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0006366"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0006367"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0016607"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0031369"
"TRINITY_DN10210_c0_g1_i2",1,"GO:0034402"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0002199"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0005524"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0005832"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0005874"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0006457"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0007339"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0016887"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0031625"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0032212"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0044297"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0050821"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0051082"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0051086"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0051131"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0090666"
"TRINITY_DN10216_c0_g1_i1",1,"GO:0140662"
"TRINITY_DN10216_c0_g1_i1",1,"GO:1904851"
"TRINITY_DN10216_c0_g1_i1",1,"GO:1904874"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0000079"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0000132"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0000226"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0003723"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0005813"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0005814"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0006281"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0007052"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0015631"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0019207"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0019908"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0034453"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0061101"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0090307"
"TRINITY_DN102200_c0_g1_i1",1,"GO:0097431"
"TRINITY_DN102218_c1_g1_i1",1,NA
"TRINITY_DN102300_c0_g1_i1",1,NA
"TRINITY_DN102333_c0_g1_i1",1,NA
"TRINITY_DN102396_c1_g1_i2",1,NA
"TRINITY_DN102396_c2_g1_i1",1,NA
"TRINITY_DN10242_c0_g1_i6",1,"GO:0005634"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0005654"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0005737"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0005777"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0005778"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0005829"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0006625"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0007031"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0016020"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0016557"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0016559"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0031526"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0032991"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0033328"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0036105"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0045046"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0050821"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0051117"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0061077"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0072663"
"TRINITY_DN10242_c0_g1_i6",1,"GO:0140597"
"TRINITY_DN10242_c0_g1_i6",1,"GO:1900131"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0000027"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0000055"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0005524"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0005730"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0005829"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0016020"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0016887"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0030687"
"TRINITY_DN102468_c0_g1_i1",1,"GO:0045111"
"TRINITY_DN102496_c1_g1_i1",1,"0"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0002102"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0003777"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0005524"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0005737"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0005871"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0005874"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0007018"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0008017"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0016887"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0022617"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0031982"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0036126"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0042802"
"TRINITY_DN1024_c0_g1_i3",1,"GO:0071801"
"TRINITY_DN1024_c0_g1_i3",1,"GO:1901317"
"TRINITY_DN1024_c0_g1_i3",1,"GO:1903008"
"TRINITY_DN102504_c0_g1_i1",1,"GO:0005794"
"TRINITY_DN102504_c0_g1_i1",1,"GO:0016831"
"TRINITY_DN102504_c0_g1_i1",1,"GO:0019752"
"TRINITY_DN102504_c0_g1_i1",1,"GO:0030170"
"TRINITY_DN102504_c0_g1_i1",1,"GO:0043231"
"TRINITY_DN102504_c0_g1_i1",1,"GO:0045296"
"TRINITY_DN102515_c0_g1_i1",1,NA
"TRINITY_DN102531_c0_g1_i1",1,"#N/A"
"TRINITY_DN102577_c0_g1_i1",1,"GO:0005739"
"TRINITY_DN102577_c0_g1_i1",1,"GO:0005743"
"TRINITY_DN102577_c0_g1_i1",1,"GO:0005751"
"TRINITY_DN102577_c0_g1_i1",1,"GO:0006123"
"TRINITY_DN102577_c0_g1_i1",1,"GO:0043209"
"TRINITY_DN102577_c0_g1_i1",1,"GO:0046872"
"TRINITY_DN1025_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN1025_c0_g1_i1",1,"GO:0006915"
"TRINITY_DN1025_c0_g1_i1",1,"GO:0007049"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0001736"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0005737"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0005886"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0008104"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0008589"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0009986"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0016192"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0032053"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0036064"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0045177"
"TRINITY_DN1026_c0_g1_i13",1,"GO:0060271"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0003682"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0003684"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0003950"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0005634"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0005654"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0005730"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0006281"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0006284"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0006302"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0006974"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0016779"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0030592"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0031491"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0046697"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0061051"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0070212"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0070213"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0072572"
"TRINITY_DN102703_c0_g1_i1",1,"GO:0090649"
